ID,ID_IAU,PARENT,PARENT_IAU,EPOCH,A_SEMI_MAJOR_AXIS_KM,EC_ECCENTRICITY,W_ARG_PERIAPSIS_DEG,MA_MEAN_ANOMALY_DEG,IN_INCLINATION_DEG,OM_LONGITUDE_ASCENDING_NODE_DEG,PR_SIDEREAL_ORBIT_PERIOD_SEC,AXIAL_TILT_DEG,MEAN_RADIUS_KM,GM_KM3/S2,PERIOD_SEC,RETROGRADE_ROT,MODEL_TYPE,GROUP,BODY_TYPE
S2019_S_43,65200,Saturn,699,2451545,26575861.7,0.2748,148.08,306.14,143.74,23.73,139769552,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2019_S_44,65201,Saturn,699,2451545,25907991.5,0.4085,287.83,330.78,147.46,50.24,134534032,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_01,65096,Saturn,699,2451545,11336225.2,0.4619,84.02,2.08,19.82,22.79,38938950,0,2,0.000002269262,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2020_S_02,65097,Saturn,699,2451545,17777582.1,0.1556,192.60,19.05,149.26,26.74,76469910,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_03,65102,Saturn,699,2451545,17799474.9,0.0477,278.87,136.72,34.32,116.33,76611211,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2020_S_04,65105,Saturn,699,2451545,18675341.2,0.4305,190.22,178.90,58.68,278.35,82334975,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Gallic,MinorBody
S2020_S_05,65106,Saturn,699,2451545,18411247.0,0.1635,250.10,231.96,34.96,112.31,80594675,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2020_S_06,65127,Saturn,699,2451545,20960847.4,0.5379,175.16,271.20,164.82,23.65,97902729,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_07,65132,Saturn,699,2451545,17670777.4,0.4497,294.28,216.01,137.86,42.18,75781819,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_08,65140,Saturn,699,2451545,21888956.0,0.2432,138.40,181.00,158.11,2.27,104476620,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_09,65151,Saturn,699,2451545,24613379.4,0.4023,285.54,46.59,167.13,358.02,124577156,0,2,0.000002269262,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_10,65155,Saturn,699,2451545,26468301.5,0.1803,161.97,158.29,144.87,65.95,138921880,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_11,65202,Saturn,699,2451545,11250575.7,0.4324,148.04,96.02,47.93,299.08,38498487,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2020_S_12,65203,Saturn,699,2451545,11314223.7,0.1569,112.97,350.98,61.43,283.17,38825646,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2020_S_13,65204,Saturn,699,2451545,11395909.9,0.4855,120.58,230.50,64.89,257.75,39246872,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2020_S_14,65205,Saturn,699,2451545,16121650.0,0.3713,219.28,209.33,169.48,30.00,66038283,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_15,65206,Saturn,699,2451545,16955480.0,0.5581,269.46,141.81,57.82,213.40,71227331,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Gallic,MinorBody
S2020_S_16,65207,Saturn,699,2451545,17093597.4,0.3747,358.82,185.45,151.16,68.17,72099416,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_17,65208,Saturn,699,2451545,17097494.6,0.4593,263.88,359.01,128.31,62.86,72124074,0,2,0.000002269262,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_18,65209,Saturn,699,2451545,17835902.8,0.1428,140.40,218.21,142.27,50.27,76846517,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_19,65210,Saturn,699,2451545,17914803.1,0.0619,94.14,80.06,65.18,271.07,77356997,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2020_S_20,65211,Saturn,699,2451545,18061741.1,0.1236,293.51,330.50,149.25,24.92,78310674,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_21,65212,Saturn,699,2451545,19037078.2,0.3424,45.01,95.53,163.51,56.75,84738736,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_22,65213,Saturn,699,2451545,19350702.3,0.0436,332.56,130.58,149.23,82.78,86841365,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_23,65214,Saturn,699,2451545,19949252.3,0.1018,73.38,64.58,138.93,34.39,90901589,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_24,65215,Saturn,699,2451545,20723339.9,0.2200,202.44,301.75,158.03,356.93,96243447,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_25,65216,Saturn,699,2451545,20614086.4,0.2899,270.04,318.40,148.34,55.99,95483357,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_26,65217,Saturn,699,2451545,20860494.8,0.3061,88.36,141.02,145.17,73.16,97200489,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_27,65218,Saturn,699,2451545,21671477.7,0.2076,274.71,31.62,162.06,158.61,102923449,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_28,65219,Saturn,699,2451545,21782434.9,0.4302,302.57,2.18,152.64,3.34,103714906,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_29,65220,Saturn,699,2451545,22546164.0,0.0590,233.07,115.81,148.96,63.79,109217073,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_30,65221,Saturn,699,2451545,22072157.2,0.6266,12.60,60.38,124.53,17.70,105790998,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_31,65222,Saturn,699,2451545,22238191.1,0.2384,210.98,0.16,137.60,31.87,106986931,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_32,65223,Saturn,699,2451545,22323300.9,0.5382,14.34,89.07,165.46,38.03,107601707,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_33,65224,Saturn,699,2451545,22715915.6,0.5918,9.19,165.31,131.84,36.35,110452846,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_34,65225,Saturn,699,2451545,22591007.6,0.0930,291.15,117.15,169.11,5.64,109543079,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_35,65226,Saturn,699,2451545,23529259.3,0.2556,205.90,97.91,158.40,41.46,116437782,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_36,65227,Saturn,699,2451545,23563061.5,0.2442,264.14,216.46,159.67,20.40,116688784,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_37,65228,Saturn,699,2451545,23642918.9,0.3459,351.05,182.47,155.10,34.48,117282491,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_38,65229,Saturn,699,2451545,23757942.2,0.4241,171.57,99.04,153.70,83.95,118139403,0,2,0.000002269262,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_39,65230,Saturn,699,2451545,23707265.2,0.3542,297.23,165.30,166.07,100.58,117761608,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_40,65231,Saturn,699,2451545,24458787.6,0.4557,38.09,64.06,148.04,62.65,123405334,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_41,65232,Saturn,699,2451545,26560957.4,0.3796,327.84,63.22,162.40,358.89,139651990,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_42,65233,Saturn,699,2451545,25506874.4,0.6569,182.03,278.42,165.82,6.81,131421799,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_43,65234,Saturn,699,2451545,25922678.0,0.2336,333.32,252.89,151.68,12.67,134648444,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2020_S_44,65235,Saturn,699,2451545,26590132.0,0.1571,49.06,317.64,159.09,21.74,139882144,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_01,65236,Saturn,699,2451545,11172533.1,0.4674,309.63,263.33,21.70,19.32,38098600,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2023_S_02,65237,Saturn,699,2451545,11349551.8,0.2589,80.43,257.20,51.22,148.60,39007634,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2023_S_03,65238,Saturn,699,2451545,17822036.3,0.2436,302.91,272.39,46.77,297.10,76756918,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2023_S_04,65239,Saturn,699,2451545,17593124.1,0.2502,296.88,124.11,150.55,65.50,75282839,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_05,65240,Saturn,699,2451545,26333790.8,0.7102,42.31,334.20,147.38,54.94,137864235,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_06,65241,Saturn,699,2451545,11883204.6,0.5001,133.10,133.48,60.00,266.16,41790917,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2023_S_07,65242,Saturn,699,2451545,12113357.6,0.2064,75.54,102.08,62.81,176.48,43010882,0,2,0.000002269262,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2023_S_08,65243,Saturn,699,2451545,13966920.7,0.1479,228.15,149.53,144.99,63.21,53251585,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_09,65244,Saturn,699,2451545,13205369.8,0.1430,63.73,284.92,159.29,49.92,48956165,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_10,65245,Saturn,699,2451545,15516864.8,0.2930,24.63,71.14,161.60,81.69,62357329,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_11,65246,Saturn,699,2451545,14006454.1,0.3170,57.50,334.13,144.05,45.67,53477838,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_12,65247,Saturn,699,2451545,15841719.0,0.6296,85.45,339.69,159.19,77.45,64325771,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_13,65248,Saturn,699,2451545,15311100.1,0.1585,135.05,173.64,143.53,30.46,61121096,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_14,65249,Saturn,699,2451545,16884645.9,0.5414,253.49,62.67,156.29,66.86,70781454,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_15,65250,Saturn,699,2451545,18128268.8,0.6302,49.43,159.83,152.10,77.47,78743740,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_16,65251,Saturn,699,2451545,17182779.2,0.3017,49.80,80.07,149.95,78.49,72664394,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_17,65252,Saturn,699,2451545,17339497.0,0.4975,193.48,128.04,33.80,156.88,73660775,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Gallic,MinorBody
S2023_S_18,65253,Saturn,699,2451545,17303296.5,0.5249,322.20,169.57,44.45,275.44,73430218,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Gallic,MinorBody
S2023_S_19,65254,Saturn,699,2451545,17782427.2,0.0432,230.97,326.33,66.79,266.26,76501174,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2023_S_20,65255,Saturn,699,2451545,17122557.7,0.4615,348.10,200.59,116.19,358.57,72282722,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_21,65256,Saturn,699,2451545,17708424.4,0.0633,9.64,38.93,134.34,18.46,76024124,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_22,65257,Saturn,699,2451545,18618825.4,0.3160,305.50,4.08,33.68,322.04,81961512,0,2,0.000002269262,38160,FALSE,TerrestrialBody,Inuit,MinorBody
S2023_S_23,65258,Saturn,699,2451545,18620341.7,0.3739,78.80,81.61,139.71,45.83,81971524,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_24,65259,Saturn,699,2451545,18151727.3,0.3158,120.83,54.08,162.88,32.11,78896635,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_25,65260,Saturn,699,2451545,19069464.5,0.3043,259.44,186.34,142.25,55.15,84955067,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_26,65261,Saturn,699,2451545,20149348.0,0.2539,124.35,131.84,139.76,32.58,92272660,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_27,65262,Saturn,699,2451545,20127994.9,0.6583,33.84,91.38,161.19,97.92,92126020,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_28,65263,Saturn,699,2451545,20432201.4,0.4674,92.28,189.40,153.76,17.45,94222426,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_29,65264,Saturn,699,2451545,20250051.7,0.1229,359.83,163.14,147.00,52.60,92965272,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_30,65265,Saturn,699,2451545,18233974.1,0.3338,156.41,2.71,126.05,96.76,79433472,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_31,65266,Saturn,699,2451545,20711912.0,0.1708,180.92,308.31,147.27,75.79,96163847,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_32,65267,Saturn,699,2451545,20612206.6,0.0317,70.78,29.53,143.40,46.64,95470297,0,1,0.000000266972,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_33,65268,Saturn,699,2451545,21874427.6,0.7976,231.58,49.12,138.40,55.38,104372621,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_34,65269,Saturn,699,2451545,20273630.8,0.5079,163.83,293.47,158.41,63.66,93127693,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_35,65270,Saturn,699,2451545,22560455.7,0.1161,1.11,93.39,165.20,47.82,109320937,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_36,65271,Saturn,699,2451545,22403461.8,0.3743,30.69,312.23,166.08,71.22,108181809,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_37,65272,Saturn,699,2451545,19597493.8,0.2177,336.99,245.06,153.00,28.78,88507963,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_38,65273,Saturn,699,2451545,12138483.6,0.9156,41.14,172.28,152.85,7.37,43144774,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_39,65274,Saturn,699,2451545,20534935.0,0.1049,28.94,344.99,142.33,22.96,94933948,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_40,65275,Saturn,699,2451545,21009415.1,0.3627,257.03,3.64,151.89,67.34,98243196,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_41,65276,Saturn,699,2451545,21210325.5,0.2326,118.92,28.77,159.81,32.59,99655791,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_42,65277,Saturn,699,2451545,21993448.9,0.0537,201.47,316.53,166.26,34.05,105225634,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_43,65278,Saturn,699,2451545,22482526.1,0.1973,158.20,92.13,148.08,60.02,108754992,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_44,65279,Saturn,699,2451545,19091158.4,0.3990,158.83,232.74,140.50,43.20,85100079,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_45,65280,Saturn,699,2451545,23898528.1,0.6969,14.06,336.80,137.50,7.06,119189575,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_46,65281,Saturn,699,2451545,24595872.0,0.4197,43.87,230.28,157.44,126.58,124444262,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_47,65282,Saturn,699,2451545,25679401.4,0.1271,231.06,97.44,137.97,55.36,132757445,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_48,65283,Saturn,699,2451545,20011029.2,0.0081,295.30,326.48,163.49,47.81,91324159,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_49,65284,Saturn,699,2451545,21792080.0,0.0053,107.16,66.31,145.34,45.11,103783800,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
S2023_S_50,65285,Saturn,699,2451545,11631609.6,0.2394,83.47,79.46,160.46,14.13,40470751,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody,Norse,MinorBody
Ariel,701,Uranus,799,2451545,190941.3,0.0015,21.04,152.79,180.00,150.62,217791,0,578.9,83.5,0,FALSE,TerrestrialBody,Major,PlanetaryBody
Umbriel,702,Uranus,799,2451545,266012.2,0.0042,326.36,271.22,179.94,166.35,358131,0,584.7,85.1,0,FALSE,TerrestrialBody,Major,PlanetaryBody
Titania,703,Uranus,799,2451545,436292.7,0.0025,38.62,74.42,179.90,11.44,752231,0,788.9,226.9,0,FALSE,TerrestrialBody,Major,PlanetaryBody
Oberon,704,Uranus,799,2451545,583549.9,0.0006,39.01,93.50,179.81,319.96,1163594,0,761.4,205.3,0,FALSE,TerrestrialBody,Major,PlanetaryBody
Miranda,705,Uranus,799,2451545,129871.8,0.0015,344.67,62.06,175.57,259.17,122170,0,235.8,4.3,0,FALSE,TerrestrialBody,Major,PlanetaryBody
Cordelia,706,Uranus,799,2451545,49835.2,0.0013,119.89,347.90,179.85,105.29,29040,180,13,0.0040579744,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Ophelia,707,Uranus,799,2451545,53837.1,0.0093,315.96,201.23,179.79,95.72,32607,180,16,0.0023827251,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Bianca,708,Uranus,799,2451545,59235.4,0.0064,299.94,288.62,177.66,162.64,37633,180,22,0.004605267,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Cressida,709,Uranus,799,2451545,61833.7,0.0047,304.83,66.29,178.22,242.53,40136,180,33,0.0122740377,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Desdemona,710,Uranus,799,2451545,62724.9,0.0078,14.55,340.87,176.87,274.01,41006,180,29,0.00934402,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Juliet,711,Uranus,799,2451545,64422.1,0.0063,314.20,270.00,176.97,322.60,42682,180,42,0.02869949,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Portia,712,Uranus,799,2451545,66158.6,0.0030,136.90,125.65,177.33,163.16,44419,180,55,0.0867659,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Rosalind,713,Uranus,799,2451545,69986.5,0.0041,219.66,337.76,178.32,295.46,48330,180,29,0.0133486,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Belinda,714,Uranus,799,2451545,75310.7,0.0023,51.86,5.34,178.58,168.48,53948,180,34,0.02536234,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Puck,715,Uranus,799,2451545,86053.1,0.0095,192.87,344.35,178.95,87.11,65893,180,77,0.12747913,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Caliban,716,Uranus,799,2451545,7169876.3,0.0812,148.34,26.26,137.49,347.84,50114104,0,30,0.002602977,35812,FALSE,TerrestrialBody,Caliban,MinorBody
Sycorax,717,Uranus,799,2451545,12178044.0,0.5135,105.48,261.60,97.79,327.29,110932496,0,60,0.133486,24898,FALSE,TerrestrialBody,Irregular Uranus,MinorBody
Prospero,718,Uranus,799,2451545,16286787.3,0.3230,201.01,247.52,67.93,338.88,171571682,0,50,0.004338295,25722,FALSE,TerrestrialBody,Irregular Uranus,MinorBody
Setebos,719,Uranus,799,2451545,17444178.3,0.5585,95.95,173.09,100.78,321.09,190181492,0,23.5,0.003604122,15318,FALSE,TerrestrialBody,Irregular Uranus,MinorBody
Stephano,720,Uranus,799,2451545,7956684.4,0.1442,178.73,255.50,132.55,336.71,58585571,0,16,0.001134631,35812,FALSE,TerrestrialBody,Caliban,MinorBody
Trinculo,721,Uranus,799,2451545,8498978.3,0.2229,308.49,182.79,109.47,347.37,64675911,0,9,0.0002069033,15318,FALSE,TerrestrialBody,Irregular Uranus,MinorBody
Francisco,722,Uranus,799,2451545,4277264.2,0.1377,15.56,22.18,109.95,25.99,23090938,0,11,0.0003737608,15318,FALSE,TerrestrialBody,Irregular Uranus,MinorBody
Margaret,723,Uranus,799,2451545,14468609.0,0.8276,312.07,323.85,46.48,132.62,143658936,0,10,0.0002803206,15318,FALSE,TerrestrialBody,Margaret,MinorBody
Ferdinand,724,Uranus,799,2451545,20408683.2,0.4212,288.89,21.20,104.72,344.00,240666116,0,10.5,0.0003203664,42624,FALSE,TerrestrialBody,Irregular Uranus,MinorBody
Perdita,725,Uranus,799,2451545,76469.3,0.0044,306.32,227.56,178.39,186.32,55198,180,15,0.000934402,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Mab,726,Uranus,799,2451545,97778.3,0.0062,33.92,6.76,178.17,358.72,79810,180,9,0.0002069033,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Cupid,727,Uranus,799,2451545,74448.6,0.0077,225.09,57.14,177.97,82.79,53025,180,9,0.0002069033,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
S2023_U_01,75051,Uranus,799,2451545,7973661.2,0.1817,222.09,18.82,92.22,316.95,58773174,0,4,0.00001802061,15318,FALSE,TerrestrialBody,Caliban,MinorBody
S2025_U_01,75052,Uranus,799,2451545,-12060.6,0.2203,274.38,10767646.61,87.36,170.77,0,180,4.5,0.0000266972,0,FALSE,TerrestrialBody,Inner Uranus,MinorBody
Triton,801,Neptune,899,2451545,354765.9,0.0000,58.67,359.91,156.82,177.86,507779,0.4,1352.6,1428.49546,0,TRUE,TerrestrialBody,Triton,PlanetaryBody
Nereid,802,Neptune,899,2451545,5511154.8,0.7506,17.94,215.63,28.41,215.21,31093618,0,170,1.601832,48960,FALSE,TerrestrialBody,Nereid,PlanetaryBody
Naiad,803,Neptune,899,2451545,48293.5,0.0015,92.85,360.00,5.14,35.35,25506,0.4,29,0.00853,0,FALSE,TerrestrialBody,Inner Neptune,MinorBody
Thalassa,804,Neptune,899,2451545,50139.7,0.0015,276.67,356.70,0.43,20.25,26982,0.4,40,0.2359,0,FALSE,TerrestrialBody,Inner Neptune,MinorBody
Despina,805,Neptune,899,2451545,52588.1,0.0010,98.68,16.19,0.51,7.53,28983,0.4,74,0.11673,0,FALSE,TerrestrialBody,Inner Neptune,MinorBody
Galatea,806,Neptune,899,2451545,62005.2,0.0010,75.72,6.27,0.51,2.00,37106,0.4,79,0.1899,0,FALSE,TerrestrialBody,Inner Neptune,MinorBody
Larissa,807,Neptune,899,2451545,73592.3,0.0007,221.57,152.95,0.70,347.51,47980,0.4,96,0.25484,0,FALSE,TerrestrialBody,Inner Neptune,MinorBody
Proteus,808,Neptune,899,2451545,117674.7,0.0005,351.64,283.67,1.07,358.80,97013,0.9,208,2.58342,0,FALSE,TerrestrialBody,Inner Neptune,MinorBody
Halimede,809,Neptune,899,2451545,16605281.3,0.2599,148.48,229.98,139.02,187.71,162621022,0,61,0.00800916,0,FALSE,TerrestrialBody,Halimede,MinorBody
Psamathe,810,Neptune,899,2451545,46984378.0,0.3412,161.01,183.35,118.61,312.65,773993930,0,38,0.001935547,0,FALSE,TerrestrialBody,Neso,MinorBody
Sao,811,Neptune,899,2451545,22181932.6,0.1403,48.29,14.05,26.23,48.38,251076696,0,40,0.002269262,0,FALSE,TerrestrialBody,Sao,MinorBody
Laomedeia,812,Neptune,899,2451545,23528889.4,0.3734,122.60,154.61,9.84,37.91,274289684,0,40,0.002269262,0,FALSE,TerrestrialBody,Sao,MinorBody
Neso,813,Neptune,899,2451545,51344182.9,0.6204,74.98,224.75,114.36,14.32,884187156,0,60,0.00734173,0,FALSE,TerrestrialBody,Neso,MinorBody
Hippocamp,814,Neptune,899,2451545,105317.1,0.0007,320.43,307.34,0.85,2.92,82140,0.4,34.8,0.001468346,0,FALSE,TerrestrialBody,Inner,MinorBody
S2002_N_05,85051,Neptune,899,2451545,23448133.8,0.5218,77.70,179.81,65.27,240.74,272878775,0,19,0.001935547,0,FALSE,TerrestrialBody,Sao,MinorBody
S2021_N_01,85052,Neptune,899,2451545,49061387.9,0.5653,107.32,139.19,162.01,246.68,825880242,0,25,0.000533944,0,FALSE,TerrestrialBody,Neso,MinorBody
Charon,901,Pluto,999,2451545,19595.8,0.0002,146.01,148.67,0.08,9.44,551856,0,606,106.1,0,FALSE,TerrestrialBody,Charon,PlanetaryBody
Nix,902,Pluto,999,2451545,39325.7,0.2042,263.92,154.76,0.10,23.73,1661895,0,18,0.001496,158025,FALSE,TerrestrialBody,Minor Pluto,MinorBody
Hydra,903,Pluto,999,2451545,98706.4,0.3669,160.43,345.98,0.24,105.69,6608546,0,18.5,0.00201,37116,FALSE,TerrestrialBody,Minor Pluto,MinorBody
Kerberos,904,Pluto,999,2451545,133083.7,0.5555,312.24,356.99,0.43,329.41,10346084,0,6,0.00006038,458784,FALSE,TerrestrialBody,Minor Pluto,MinorBody
Styx,905,Pluto,999,2451545,42207.2,0.1008,305.47,285.85,0.05,333.70,1847854,0,5.2,0.0000405,279936,FALSE,TerrestrialBody,Minor Pluto,MinorBody
Ceres,1,Sol,10,2451545,57909068.3,0.2056,29.12,174.80,7.01,48.33,7600530,0,469.7,62.628,32757,FALSE,TerrestrialBody,Asteroid,Asteroid
Pallas,2,Sol,10,2451545,108208168.2,0.0068,55.19,50.11,3.39,76.68,19413936,0,256.5,13.63,28126,FALSE,TerrestrialBody,Asteroid,Asteroid
Juno,3,Sol,10,2451545,149597336.2,0.0167,322.63,357.55,0.00,140.29,31557979,0,123.3,1.02,25956,FALSE,TerrestrialBody,Asteroid,Asteroid
Vesta,4,Sol,10,2451545,227939132.9,0.0933,286.54,19.36,1.85,49.56,59354318,0,261.4,17.288,19224,FALSE,TerrestrialBody,Asteroid,Asteroid
